cliente_id,edad,antiguedad_meses,cargo_mensual,llamadas_soporte,tipo_contrato,churn
566,31.0,7.0,19.97,3.0,Anual,0
567,30.0,1.0,49.14,0.0,Anual,0
568,32.0,28.0,60.29,1.0,Anual,0
569,54.0,71.0,73.8,2.0,Anual,1
570,50.0,66.0,69.46,3.0,Anual,0
571,72.0,45.0,52.32,1.0,Mensual,0
572,41.0,45.0,80.38,5.0,Mensual,0
573,34.0,28.0,80.6,3.0,Mensual,1
574,20.0,12.0,63.68,1.0,Mensual,0
575,18.0, 0 meses,79.25,1.0,  anual   ,1
576,39.0,24.0,65.45,3.0,Mensual,0
577,70.0,22.0,48.77,1.0,Mensual,0
578,47.0,13.0,73.96,0.0,Mensual,0
579,68.0, 18 meses,62.21,1.0,Mensual,1
580,23.0,1.0,60.03,,Anual,0
581,23.0,43.0,89.46,6.0,Anual,0
582,65.0,66.0,10.98,4.0,Mensual,0
583,24.0, 49 meses,31.65,1.0,Mensual,1
584,,32.0,36.26,1.0,Mensual,0
585,41.0,30.0,52.73,1.0,Mensual,0
586,70.0,22.0,54.91,1.0,Anual,0
587,57.0, 10 meses,29.85,2.0,  anual   ,0
588,23.0,43.0,40.3,2.0, mensual  ,0
589,65.0, 40 meses,42.78,1.0,Mensual,1
590,66.0,0.0,109.15,2.0,Bianual,0
591,63.0,29.0,96.03,3.0,Anual,1
592,69.0,20.0,51.77,2.0,Mensual,0
593,31.0,12.0,52.73,1.0,Mensual,0
594,,50.0,37.02,1.0,Mensual,0
595,36.0,37.0,21.84,1.0,Bianual,0
596,63.0,45.0,57.66,,Mensual,1
597,51.0,51.0,40.04,3.0,Mensual,0
598,62.0,70.0,58.3,1.0,Bianual,0
599,53.0,57.0,28.0,,  anual   ,0
600,54.0,44.0,44.76,3.0,Mensual,0
111,33.0,48.0,89.97,2.0,Mensual,0
420,46.0,8.0,75.34,1.0,Mensual,0
566,31.0,7.0,19.97,3.0,Anual,0
78,30.0,6.0,71.75,3.0,Mensual,1
182,26.0, 45 meses,72.79,1.0, bianual  ,0
285,43.0,58.0,31.15,2.0,Anual,0
11,48.0,60.0,43.25,1.0,Mensual,0
470,71.0,0.0,49.25,1.0,Mensual,0
